HaploidChromosomeNum = 8
RandomSeed = 0.2
Pop1AvgAlleleFreq = 0.8
Pop1AvgAlleleFreqStdev = 0.1
Pop2AvgAlleleFreq = 0.8
Pop2AvgAlleleFreqStdev = 0.1
:chr1	len = 41381587	centromere = 41381587

Num	Position Percentage	Position Abs.	Freq. Pop 1	Freq. Pop 2
223	0.0281735	1165865	0.701071	0.322896
224	0.0283652	1173799	0.836536	0.117746
225	0.0286134	1184067	0.813799	0.0549886
226	0.0286706	1186436	0.653643	0.161031
227	0.0287077	1187972	0.781508	0.388678
228	0.0288015	1191851	0.71914	0.180296
229	0.0288379	1193357	0.872954	0.154601
230	0.0292747	1211435	0.649917	0.23668
231	0.0295732	1223786	0.791123	0.133349
232	0.029822	1234082	0.771835	0
233	0.0299206	1238162	0.699726	0.364765
234	0.0299586	1239736	0.965035	0.248249
235	0.0302265	1250822	0.856454	0.0742741
236	0.0302601	1252211	0.727035	0.246968
237	0.030285	1253241	0.801016	0.332326
238	0.0304759	1261143	0.668179	0.316219
239	0.0305689	1264990	0.586852	0.310503
240	0.0306672	1269056	0.765802	0.26519
241	0.0307285	1271596	0.709174	0.0616467
242	0.0308544	1276806	0.90062	0.0895364
243	0.0309276	1279835	0.845173	0.137677
244	0.0310715	1285787	0.825818	0.183914
245	0.031133	1288335	0.753722	0.296675
246	0.0313548	1297513	0.956896	0.144685
247	0.0315441	1305343	0.623363	0.0898298
248	0.031624	1308652	0.789981	0.148434
249	0.0317471	1313744	0.84087	0.0720591
250	0.0317851	1315320	0.747434	0.336914
251	0.03188	1319247	0.871712	0.247423
252	0.0321867	1331938	0.829582	0.248456
253	0.0325491	1346934	0.637832	0.184023
254	0.0326955	1352990	0.821105	0.181121
255	0.0327879	1356815	0.661105	0.280696
256	0.0330209	1366457	0.848768	0.273815
257	0.0330902	1369325	0.779329	0.150086
258	0.0331577	1372118	0.762971	0.0312613
259	0.033236	1375359	0.63498	0.231609
260	0.0333945	1381919	0.789783	0.13991
261	0.0337987	1398644	0.628162	0.151696
262	0.0340068	1407254	0.917986	0.161385
263	0.0341695	1413987	0.749755	0.194315
264	0.0344931	1427381	0.848833	0.265314
265	0.0348232	1441041	0.754818	0.286713
266	0.0349106	1444657	0.770956	0.325213
267	0.0350643	1451018	0.870111	0.21295
268	0.0352462	1458543	0.82906	0.149918
269	0.0352813	1459997	0.906294	0.227664
270	0.0354661	1467645	0.786617	0.0734452
271	0.0356464	1475106	0.831783	0.127338
272	0.0357142	1477912	0.718516	0.367463
273	0.0357735	1480366	0.862872	0.165721
274	0.0363618	1504708	0.855534	0.186724
275	0.0368922	1526658	0.865176	0.229017
276	0.0369799	1530286	0.839774	0.192809
277	0.0370826	1534537	0.871846	0.0794912
278	0.0371899	1538976	0.925359	0.138422
279	0.0372816	1542773	0.797076	0.463226
280	0.0374285	1548849	0.846127	0.212523
281	0.0376407	1557633	0.849049	0.188357
282	0.0377655	1562796	0.964191	0.269048
283	0.0378402	1565889	0.955937	0.365717
284	0.0379253	1569410	0.758772	0.348775
285	0.0382059	1581022	0.847617	0.150948
286	0.0382765	1583943	0.953549	0.227877
287	0.0385051	1593404	0.812994	0.30199
288	0.0387355	1602935	0.853083	0.465463
289	0.0388033	1605744	0.808689	0.205239
290	0.0388711	1608549	0.747245	0.218502
291	0.0389653	1612445	0.895116	0.462089
292	0.0390309	1615162	0.663614	0.17905
293	0.0391549	1620291	0.670809	0.268034
294	0.0392748	1625255	0.783067	0.223641
295	0.0394061	1630689	0.86387	0.104442
296	0.0394343	1631853	0.713053	0.346695
297	0.0396225	1639644	0.930848	0.0563349
298	0.0397476	1644819	0.897421	0.149182
299	0.0399106	1651564	0.848224	0.0962032
300	0.0399695	1654000	0.647778	0.151772
301	0.0400834	1658713	0.886425	0.403673
302	0.0401264	1660494	0.846478	0.111909
303	0.0401628	1661999	0.840395	0.167909
304	0.0402717	1666506	0.783494	0.178081
305	0.0404064	1672083	0.844843	0.237949
306	0.040669	1682947	0.677371	0.156585
307	0.0412564	1707254	0.857064	0.180435
308	0.0414546	1715458	0.867472	0.0910613
309	0.04149	1716923	0.752303	0.37215
310	0.0415268	1718446	0.857836	0.169059
311	0.0416631	1724084	0.814327	0.341981
312	0.0417521	1727767	0.889825	0.12173
313	0.0418686	1732591	0.915091	0.266478
314	0.0421398	1743812	0.93551	0.172153
315	0.0422155	1746946	0.842003	0.153522
316	0.0422824	1749711	0.737847	0.139409
317	0.0423492	1752479	0.855506	0.192018
318	0.0424347	1756015	0.826798	0.287237
319	0.0425816	1762094	0.842932	0.154903
320	0.0426173	1763571	0.752455	0.16363
321	0.0426847	1766362	0.671511	0.0353474
322	0.0429154	1775909	0.730042	0.276259
323	0.0430433	1781201	0.630458	0.125459
324	0.0436176	1804967	0.791751	0.272875
325	0.0438191	1813306	0.956596	0.260552
326	0.0440879	1824429	0.801344	0.369906
327	0.0441621	1827499	0.770811	0.172851
328	0.0442138	1829638	0.851457	0.166008
329	0.0442795	1832354	0.733688	0.0991935
330	0.0444043	1837522	0.760823	0.210624
331	0.0446599	1848098	0.655313	0.142691
332	0.0449945	1861945	0.762796	0.343647
333	0.0452808	1873793	0.725255	0.270511
334	0.0454944	1882632	0.697355	0.369734
335	0.0456168	1887696	0.77361	0.056277
336	0.0456814	1890368	0.846726	0.452391
337	0.0458582	1897687	0.826656	0.229051
338	0.0459331	1900786	0.714145	0.189547
339	0.0461872	1911299	0.710395	0.0139508
340	0.0462813	1915194	0.969831	0.102155
341	0.0463401	1917629	0.714045	0.190451
342	0.0464011	1920153	0.864806	0.241139
343	0.0464726	1923109	0.963912	0.214704
344	0.0465598	1926719	0.982328	0.155916
345	0.0467308	1933793	0.796793	0.295536
346	0.0468268	1937767	0.851075	0.263168
347	0.0468631	1939270	0.83836	0.0440933
348	0.0472597	1955681	0.806148	0.281793
349	0.0473685	1960185	0.905409	0.26796
350	0.0474025	1961591	0.917109	0.17059
351	0.0474583	1963901	0.760164	0.0903689
352	0.0477663	1976644	0.691171	0.231989
353	0.0480092	1986697	0.771054	0.181929
354	0.0482107	1995036	0.824217	0.244554
355	0.0483295	1999953	0.833551	0.205905
356	0.0487675	2018078	0.777154	0.0196359
357	0.0491763	2034995	0.738036	0.138201
358	0.0492545	2038231	0.632542	0.195374
359	0.0492933	2039836	0.690352	0.269919
360	0.0494982	2048315	0.656119	0.231538
361	0.0495544	2050639	0.765351	0.204494
362	0.0495844	2051880	0.900182	0.322072
363	0.0496008	2052559	0.849194	0.295522
364	0.0497999	2060800	0.8734	0.109705
365	0.0498588	2063236	0.713154	0.201569
366	0.0499402	2066606	1	0.17939
367	0.0500067	2069357	0.6499	0.210521
368	0.0501482	2075212	0.790637	0.258895
369	0.0502071	2077648	0.848893	0.193392
370	0.0502726	2080362	0.641994	0.294656
371	0.0503218	2082395	0.81786	0.337113
372	0.0503741	2084560	0.733033	0.25071
373	0.0504236	2086608	0.839336	0.150455
374	0.0504596	2088100	0.76409	0.205278
375	0.0505193	2090569	0.766388	0.137435
376	0.050558	2092169	0.678775	0.207881
377	0.050679	2097178	0.883734	0.24481
378	0.0508031	2102313	0.628508	0.341026
379	0.0509263	2107410	0.883005	0.0411741
380	0.0509598	2108796	0.930165	0.363251
381	0.0510497	2112517	0.781206	0.169807
382	0.0510973	2114486	0.87359	0.210968
383	0.0511306	2115865	0.573424	0.352266
384	0.0511897	2118310	0.686389	0.229366
385	0.051259	2121179	0.92205	0.177273
386	0.0518318	2144881	0.713392	0.175609
387	0.0518602	2146059	0.891318	0.298846
388	0.0520729	2154861	0.894621	0.110002
389	0.0522721	2163101	0.799947	0.216105
390	0.0523603	2166751	0.808554	0.228637
391	0.0524316	2169704	0.871994	0.295627
392	0.0526019	2176749	0.791809	0.114761
393	0.0526618	2179230	0.911797	0.2943
394	0.0527342	2182226	0.823606	0.15958
395	0.053221	2202369	0.837127	0.285211
396	0.0532985	2205577	0.733446	0.188005
397	0.0534117	2210263	0.829753	0.285268
398	0.0536208	2218913	0.614487	0.0770685
399	0.0537284	2223368	0.64859	0.175485
400	0.0537618	2224747	0.853025	0.183279
401	0.0540847	2238111	0.779667	0.171591
402	0.0541403	2240410	0.63685	0.37502
403	0.0542322	2244214	0.61784	0.279675
404	0.0542877	2246510	0.647455	0.0806392
405	0.0544039	2251321	0.864301	0.233028
406	0.0545078	2255621	0.820345	0.202434
407	0.0545788	2258557	0.642693	0.188707
408	0.0548094	2268098	0.977461	0.0694889
409	0.0548723	2270703	0.723815	0.270808
410	0.0550599	2278467	0.753874	0.255656
411	0.0552868	2287855	0.677605	0.146434
412	0.0554039	2292701	0.795177	0.0162961
413	0.0554575	2294919	0.747477	0.23884
414	0.0558209	2309958	0.84881	0.100975
415	0.0563256	2330844	0.834209	0.0768986
416	0.0563897	2333495	0.682577	0.30899
417	0.0564783	2337160	0.639596	0.205649
418	0.0565192	2338853	0.819336	0.5
419	0.0565828	2341486	1	0.30445
420	0.0569128	2355140	0.802129	0.141489
421	0.0570419	2360484	0.855756	0.0265564
422	0.0573329	2372526	0.91608	0.350775
423	0.0574237	2376284	0.742269	0.106043
424	0.0574921	2379115	0.952628	0.114272
425	0.0576301	2384826	0.944499	0.26496
426	0.0576805	2386909	0.610755	0.326145
427	0.0577887	2391389	0.90767	0.122954
428	0.0578598	2394329	0.833743	0.250286
429	0.0579758	2399132	0.784064	0.211882
430	0.0580535	2402346	0.700091	0.267588
431	0.0585024	2420924	0.746398	0.263757
432	0.0586199	2425786	0.774598	0.10558
433	0.0588151	2433862	0.80256	0.00753058
434	0.0588779	2436462	0.828228	0.031235
435	0.0589346	2438806	0.854142	0.298382
436	0.059002	2441596	0.549892	0.217624
437	0.0590874	2445131	0.914268	0.172585
438	0.0591776	2448862	0.812176	0.172851
439	0.0594378	2459629	0.915176	0
440	0.0595214	2463088	0.629661	0.24421
441	0.0595678	2465010	0.639655	0.272956
442	0.0596515	2468473	0.909594	0.300156
443	0.0597663	2473226	0.730782	0.0955471
444	0.0598339	2476023	0.837126	0.293242
445	0.0599442	2480585	0.780144	0.194443
446	0.059967	2481531	0.969352	0.152826
447	0.0600051	2483105	0.820449	0.221173
448	0.0602532	2493372	0.705929	0.142995
449	0.060559	2506026	0.762611	0.348905
450	0.0606314	2509022	0.841719	0.306382
451	0.0607052	2512079	0.849762	0.0941626
452	0.0607701	2514762	0.891487	0.187664
453	0.0608427	2517766	0.902618	0.109805
454	0.0608864	2519576	0.798311	0.212728
455	0.0613216	2537586	0.900874	0.17857
456	0.0614901	2544556	0.699049	0.195048
457	0.0616201	2549936	0.946534	0.270727
458	0.0617334	2554624	0.766732	0.138861
459	0.061911	2561974	0.921464	0.230742
460	0.0619813	2564884	0.900549	0.0710397
461	0.062162	2572362	0.837434	0.356492
462	0.0622874	2577550	0.862564	0.339334
463	0.0626402	2592150	0.796733	0.359301
464	0.0627077	2594944	0.816954	0.0917593
465	0.0628808	2602106	0.760277	0.141304
466	0.0629542	2605144	0.973976	0.113247
467	0.062979	2606173	1	0.204893
468	0.0631214	2612065	0.683152	0.411465
469	0.0634159	2624251	0.956613	0.196243
470	0.0637201	2636837	0.694945	0.249221
471	0.0639919	2648088	1	0.148458
472	0.0642248	2657725	1	0.0569975
473	0.0643455	2662718	0.686166	0.183808
474	0.0644626	2667565	0.801224	0.317884
475	0.0646436	2675055	0.750556	0
476	0.0647332	2678763	0.8627	0.23215
477	0.0649528	2687848	0.766131	0.255435
478	0.0649908	2689421	0.897584	0.154483
479	0.0650971	2693823	0.775467	0.131925
480	0.065288	2701722	0.744072	0.145374
481	0.0653807	2705558	0.698375	0.284043
482	0.065437	2707888	0.648277	0.307489
483	0.0656224	2715561	0.780524	0.136186
484	0.0658904	2726651	0.754388	0.177497
485	0.065951	2729157	0.801644	0.186478
486	0.0660455	2733069	0.798232	0
487	0.0660809	2734531	0.788188	0.125661
488	0.0661609	2737842	0.801556	0.328728
489	0.0661875	2738942	0.872355	0.0696587
490	0.0662234	2740431	0.859383	0.160184
491	0.0665315	2753179	0.842325	0.261273
492	0.0666354	2757477	0.760693	0.0597417
493	0.0669001	2768434	0.875338	0.0817941
494	0.0669592	2770880	0.606725	0.19988
495	0.0671996	2780826	0.739257	0.184086
496	0.0678483	2807670	0.661496	0.0992991
497	0.0679846	2813311	0.765681	0.0911958
498	0.0682276	2823365	0.691676	0.124145
499	0.0685628	2837239	0.877046	0.117412
500	0.0687574	2845292	0.906796	0.337443
501	0.0688774	2850257	0.725734	0.20364
502	0.0691736	2862512	0.668056	0.108424
503	0.0694371	2873417	0.608493	0.178856
504	0.0697597	2886766	0.99892	0.30014
505	0.0701038	2901006	0.755752	0.0991629
506	0.0701656	2903563	0.804202	0.179199
507	0.0702918	2908787	0.76841	0.347072
508	0.0703547	2911388	0.714051	0.188047
509	0.0704127	2913788	0.855739	0.144237
510	0.0706627	2924135	0.739773	0.100682
511	0.0707168	2926374	0.762634	0.276894
512	0.0707414	2927390	0.911148	0.157264
513	0.0710276	2939233	0.82652	0.401511
514	0.0711906	2945979	0.699926	0.270178
515	0.0712736	2949413	0.905237	0.138934
516	0.0713349	2951953	1	0.0966875
517	0.0716882	2966571	0.823277	0.202969
518	0.0718098	2971603	0.6141	0.159259
519	0.0719756	2978464	0.778812	0.28711
520	0.0725712	3003113	0.695445	0.175155
521	0.0726881	3007951	0.915239	0.119973
522	0.0727308	3009716	0.691035	0.358205
523	0.0727921	3012252	0.802669	0.214899
524	0.0728621	3015148	0.783873	0.298489
525	0.0731188	3025773	0.644696	0.164501
526	0.0732018	3029208	0.864704	0.201398
527	0.0733167	3033962	0.811885	0.164456
528	0.0733815	3036641	0.850816	0.18317
529	0.0734814	3040778	0.846915	0.135146
530	0.0735259	3042619	0.993971	0
531	0.0736219	3046591	0.703138	0.212326
532	0.0736553	3047972	0.934311	0
533	0.0737659	3052550	0.765186	0.125489
534	0.0737732	3052852	0.594299	0.20375
535	0.07402	3063064	0.822164	0.0360815
536	0.0742586	3072937	0.731927	0.249976
537	0.0743771	3077841	0.711203	0.432837
538	0.0744394	3080421	0.829	0.129215
539	0.0746627	3089660	0.518339	0
540	0.0750892	3107312	0.859717	0.193501
541	0.0751912	3111531	0.775647	0.124666
542	0.0752421	3113637	0.609832	0.174454
543	0.0753425	3117794	0.736768	0.233048
544	0.0758188	3137501	0.85914	0.1559
545	0.0761974	3153170	0.849915	0.255862
546	0.0764235	3162525	0.779191	0.306566
547	0.0765122	3166197	0.915171	0.0422469
548	0.076718	3174712	0.708915	0.121952
549	0.0767623	3176545	0.934764	0.388092
550	0.0768745	3181187	0.897463	0.161155
551	0.0770319	3187704	0.819344	0.0100534
552	0.0772636	3197291	0.834434	0.226214
553	0.0774074	3203243	0.66444	0.228804
554	0.0774419	3204670	1	0.0417033
555	0.0778455	3221370	0.835402	0.148093
556	0.0779837	3227089	0.786757	0.200536
557	0.0780805	3231093	0.728032	0.195716
558	0.0787654	3259437	0.876829	0.12116
559	0.0789425	3266765	0.813915	0.182817
560	0.0790881	3272791	0.751562	0
561	0.0791741	3276350	0.886728	0.213924
562	0.079423	3286651	0.80326	0.220736
563	0.079629	3295173	0.78848	0.0994716
564	0.0798172	3302963	0.893704	0
565	0.0799135	3306948	0.761752	0.138306
566	0.0799692	3309254	0.81312	0.240008
567	0.0800897	3314237	0.971328	0.0648585
568	0.08044	3328736	0.845231	0.172191
569	0.0805612	3333749	0.729568	0.0480632
570	0.0806843	3338844	0.81962	0.36166
571	0.0807945	3343404	0.961409	0.254066
572	0.0808231	3344588	0.676613	0.13554
573	0.0810054	3352134	1	0.128057
574	0.0813528	3366507	0.800414	0.28851
575	0.0813875	3367943	0.857815	0.186368
576	0.0814945	3372371	0.752488	0.161266
577	0.0816112	3377201	1	0.163369
578	0.0817705	3383793	0.749744	0.236262
579	0.0819973	3393178	0.745044	0.303098
580	0.0820457	3395181	0.873541	0.111573
581	0.0821061	3397681	0.801086	0.20037
582	0.0824295	3411063	0.724868	0.282379
583	0.0825079	3414308	0.780112	0.119414
584	0.0827531	3424455	0.738701	0.0780688
585	0.0827869	3425854	0.614734	0.258719
586	0.0828822	3429797	0.747342	0.199214
587	0.0835226	3456297	0.692752	0.335259
588	0.0836119	3459992	0.700851	0.427162
589	0.083713	3464178	0.791812	0.173508
590	0.0838333	3469157	0.671799	0.13119
591	0.083935	3473365	0.672218	0.098191
592	0.0839727	3474925	0.821344	0.245909
593	0.0840321	3477380	0.615535	0.183733
594	0.0841032	3480323	0.902004	0.330643
595	0.0844488	3494626	0.887903	0.307077
596	0.0847019	3505101	0.742812	0.298148
597	0.0848188	3509938	0.861261	0.0503583
598	0.0849436	3515101	0.799804	0.18308
599	0.0852353	3527174	0.985168	0.113576
600	0.0852839	3529185	0.619382	0.437709
601	0.0852988	3529799	0.860192	0.128508
602	0.0854224	3534915	0.923809	0.333965
603	0.0855121	3538626	0.764681	0.31121
604	0.0855474	3540089	0.744739	0.27935
605	0.085638	3543838	0.658173	0.260672
606	0.0857026	3546511	0.750565	0.214853
607	0.0857213	3547283	0.860998	0.157792
608	0.0857523	3548568	0.906332	0.189974
609	0.085831	3551825	0.661518	0.22843
610	0.0859282	3555846	0.714745	0.246477
611	0.0860591	3561261	0.803951	0.13339
612	0.0861234	3563925	0.789465	0.0852999
613	0.0862197	3567909	0.997381	0
614	0.0864754	3578491	0.669994	0.19385
615	0.0868561	3594245	0.678343	0.14526
616	0.0869428	3597830	0.715727	0.338703
617	0.0873508	3614714	0.779939	0.209443
618	0.0874177	3617482	0.709796	0.150174
619	0.0875436	3622694	0.81558	0.182974
620	0.0875888	3624564	0.708386	0.315121
621	0.0876646	3627701	0.869055	0.0970874
622	0.087866	3636035	0.747177	0.324793
623	0.0879289	3638636	0.579392	0
624	0.0880753	3644695	0.754667	0.144341
625	0.0881144	3646314	0.823746	0
626	0.088182	3649112	0.66535	0.301012
627	0.0882273	3650984	0.760826	0.256931
628	0.0884602	3660624	0.784127	0.0778828
629	0.0885965	3666263	0.615403	0.138752
630	0.0887197	3671364	0.655874	0.344278
631	0.0889261	3679903	0.855508	0.32561
632	0.0890143	3683555	0.883565	0.192579
